inventory_id,store_id,product_id,current_stock,warehouse_stock,reorder_level,last_updated
I00416,S014,P0298,322,1754,61,2026-07-07T17:17:32.611597
I00417,S049,P0203,79,1013,58,2026-07-07T17:17:32.611597
I00418,S015,P0374,371,988,23,2026-07-07T17:17:32.611597
I00419,S024,P0076,461,1081,86,2026-07-07T17:17:32.611597
I00420,S006,P0254,92,1040,100,2026-07-07T17:17:32.611597
I00421,S012,P0418,441,460,41,2026-07-07T17:17:32.611597
I00422,S013,P0292,251,1593,24,2026-07-07T17:17:32.611597
I00423,S012,P0332,144,143,46,2026-07-07T17:17:32.611597
I00424,S020,P0084,453,463,96,2026-07-07T17:17:32.611597
I00425,S026,P0352,311,484,82,2026-07-07T17:17:32.611597
I00426,S005,P0074,36,973,44,2026-07-07T17:17:32.611597
I00427,S016,P0233,465,1421,58,2026-07-07T17:17:32.611597
I00428,S026,P0052,370,1178,97,2026-07-07T17:17:32.611597
I00429,S009,P0373,384,1754,37,2026-07-07T17:17:32.611597
I00430,S001,P0309,51,873,44,2026-07-07T17:17:32.611597
I00431,S025,P0011,56,1792,80,2026-07-07T17:17:32.611597
I00432,S001,P0391,425,1419,70,2026-07-07T17:17:32.611597
I00433,S003,P0068,127,1677,88,2026-07-07T17:17:32.611597
I00434,S006,P0138,73,1384,53,2026-07-07T17:17:32.611597
I00435,S039,P0007,405,119,66,2026-07-07T17:17:32.611597
I00436,S007,P0278,376,1775,100,2026-07-07T17:17:32.611597
I00437,S022,P0437,362,274,83,2026-07-07T17:17:32.611597
I00438,S013,P0072,245,1655,58,2026-07-07T17:17:32.611597
I00439,S037,P0457,227,1770,58,2026-07-07T17:17:32.611597
I00440,S011,P0158,169,1080,20,2026-07-07T17:17:32.611597
I00441,S010,P0125,28,1213,32,2026-07-07T17:17:32.611597
I00442,S045,P0137,321,1213,33,2026-07-07T17:17:32.611597
I00443,S008,P0011,422,191,80,2026-07-07T17:17:32.611597
I00444,S007,P0279,151,310,58,2026-07-07T17:17:32.611597
I00445,S033,P0454,428,950,38,2026-07-07T17:17:32.611597
I00446,S010,P0001,467,559,70,2026-07-07T17:17:32.611597
I00447,S002,P0117,218,889,52,2026-07-07T17:17:32.611597
I00448,S010,P0181,335,687,59,2026-07-07T17:17:32.611597
I00449,S015,P0472,450,1501,94,2026-07-07T17:17:32.611597
I00450,S025,P0352,452,1564,82,2026-07-07T17:17:32.611597
I00451,S008,P0252,86,325,54,2026-07-07T17:17:32.611597
I00452,S015,P0053,489,677,56,2026-07-07T17:17:32.611597
I00453,S023,P0040,315,783,77,2026-07-07T17:17:32.611597
I00454,S008,P0185,472,1993,62,2026-07-07T17:17:32.611597
I00455,S006,P0459,22,1338,62,2026-07-07T17:17:32.611597
I00456,S010,P0092,219,1186,63,2026-07-07T17:17:32.611597
I00457,S022,P0308,92,1491,83,2026-07-07T17:17:32.611597
I00458,S028,P0077,457,1466,62,2026-07-07T17:17:32.611597
I00459,S044,P0155,319,1774,25,2026-07-07T17:17:32.611597
I00460,S019,P0179,448,312,83,2026-07-07T17:17:32.611597
I00461,S018,P0470,255,1455,85,2026-07-07T17:17:32.611597
I00462,S024,P0478,135,1760,30,2026-07-07T17:17:32.611597
I00463,S046,P0409,39,1715,52,2026-07-07T17:17:32.611597
I00464,S001,P0442,477,404,33,2026-07-07T17:17:32.611597
I00465,S050,P0336,75,755,75,2026-07-07T17:17:32.611597
I00466,S010,P0200,228,1577,56,2026-07-07T17:17:32.611597
I00467,S031,P0418,34,331,41,2026-07-07T17:17:32.611597
I00468,S037,P0219,491,1588,58,2026-07-07T17:17:32.611597
I00469,S018,P0075,46,761,32,2026-07-07T17:17:32.611597
I00470,S009,P0094,392,888,34,2026-07-07T17:17:32.611597
I00471,S023,P0164,253,968,83,2026-07-07T17:17:32.611597
I00472,S031,P0356,498,947,74,2026-07-07T17:17:32.611597
I00473,S039,P0407,325,782,63,2026-07-07T17:17:32.611597
I00474,S009,P0411,483,1439,60,2026-07-07T17:17:32.611597
I00475,S016,P0197,214,1225,95,2026-07-07T17:17:32.611597
I00476,S032,P0276,273,1108,90,2026-07-07T17:17:32.611597
I00477,S035,P0275,420,571,89,2026-07-07T17:17:32.611597
I00478,S025,P0043,297,1564,35,2026-07-07T17:17:32.611597
I00479,S027,P0270,295,1690,41,2026-07-07T17:17:32.611597
I00480,S045,P0416,383,549,84,2026-07-07T17:17:32.611597
I00481,S045,P0045,120,840,41,2026-07-07T17:17:32.611597
I00482,S001,P0105,435,135,82,2026-07-07T17:17:32.611597
I00483,S024,P0286,242,373,35,2026-07-07T17:17:32.611597
I00484,S008,P0031,466,815,67,2026-07-07T17:17:32.611597
I00485,S024,P0435,434,1875,22,2026-07-07T17:17:32.611597
I00486,S050,P0420,71,703,92,2026-07-07T17:17:32.611597
I00487,S030,P0074,427,1847,44,2026-07-07T17:17:32.611597
I00488,S036,P0498,476,1969,79,2026-07-07T17:17:32.611597
I00489,S027,P0125,107,1795,32,2026-07-07T17:17:32.611597
I00490,S015,P0029,382,382,97,2026-07-07T17:17:32.611597
I00491,S008,P0493,356,1541,21,2026-07-07T17:17:32.611597
I00492,S010,P0194,375,153,86,2026-07-07T17:17:32.611597
I00493,S045,P0495,217,861,59,2026-07-07T17:17:32.611597
I00494,S004,P0360,54,1457,69,2026-07-07T17:17:32.611597
I00495,S038,P0038,244,1815,44,2026-07-07T17:17:32.611597
I00496,S039,P0446,80,161,27,2026-07-07T17:17:32.611597
I00497,S010,P0188,72,261,34,2026-07-07T17:17:32.611597
I00498,S016,P0040,6,1265,77,2026-07-07T17:17:32.611597
I00499,S027,P0077,391,473,62,2026-07-07T17:17:32.611597
I00500,S031,P0381,71,1632,36,2026-07-07T17:17:32.611597
I00501,S034,P0358,485,713,56,2026-07-07T17:17:32.611597
I00502,S031,P0211,369,790,38,2026-07-07T17:17:32.611597
I00503,S029,P0401,330,1523,72,2026-07-07T17:17:32.611597
I00504,S001,P0147,56,419,69,2026-07-07T17:17:32.611597
I00505,S004,P0452,328,165,85,2026-07-07T17:17:32.611597
I00506,S039,P0385,88,1130,77,2026-07-07T17:17:32.611597
I00507,S011,P0006,202,1805,75,2026-07-07T17:17:32.611597
I00508,S028,P0349,485,1893,44,2026-07-07T17:17:32.611597
I00509,S030,P0284,364,1798,22,2026-07-07T17:17:32.611597
I00510,S017,P0471,292,1127,87,2026-07-07T17:17:32.611597
I00511,S020,P0364,116,967,28,2026-07-07T17:17:32.611597
I00512,S011,P0140,498,288,69,2026-07-07T17:17:32.611597
I00513,S034,P0194,500,356,86,2026-07-07T17:17:32.611597
I00514,S048,P0109,205,1367,24,2026-07-07T17:17:32.611597
I00515,S004,P0113,200,476,80,2026-07-07T17:17:32.611597
I00516,S048,P0500,286,1339,75,2026-07-07T17:17:32.611597
I00517,S005,P0419,354,1059,64,2026-07-07T17:17:32.611597
I00518,S031,P0161,334,1414,31,2026-07-07T17:17:32.611597
I00519,S026,P0424,194,437,97,2026-07-07T17:17:32.611597
I00520,S004,P0412,190,1424,50,2026-07-07T17:17:32.611597
I00521,S028,P0100,138,322,57,2026-07-07T17:17:32.611597
I00522,S007,P0040,185,1335,77,2026-07-07T17:17:32.611597
I00523,S050,P0434,171,157,53,2026-07-07T17:17:32.611597
I00524,S016,P0145,83,1209,58,2026-07-07T17:17:32.611597
I00525,S007,P0034,108,1322,61,2026-07-07T17:17:32.611597
I00526,S001,P0388,465,733,86,2026-07-07T17:17:32.611597
I00527,S013,P0283,103,1407,53,2026-07-07T17:17:32.611597
I00528,S003,P0124,137,274,21,2026-07-07T17:17:32.611597
I00529,S037,P0290,22,1254,34,2026-07-07T17:17:32.611597
I00530,S031,P0024,24,744,94,2026-07-07T17:17:32.611597
I00531,S006,P0484,158,117,30,2026-07-07T17:17:32.611597
I00532,S023,P0385,144,915,77,2026-07-07T17:17:32.611597
I00533,S033,P0100,161,1639,57,2026-07-07T17:17:32.611597
I00534,S026,P0372,182,365,73,2026-07-07T17:17:32.611597
I00535,S045,P0346,49,778,81,2026-07-07T17:17:32.611597
I00536,S027,P0460,379,1131,29,2026-07-07T17:17:32.611597
I00537,S007,P0258,413,1687,24,2026-07-07T17:17:32.611597
I00538,S010,P0013,300,1730,22,2026-07-07T17:17:32.611597
I00539,S025,P0245,300,1879,56,2026-07-07T17:17:32.611597
I00540,S003,P0149,82,410,86,2026-07-07T17:17:32.611597
I00541,S044,P0238,40,1912,43,2026-07-07T17:17:32.611597
I00542,S041,P0048,487,1571,83,2026-07-07T17:17:32.611597
I00543,S015,P0453,110,1753,59,2026-07-07T17:17:32.611597
I00544,S044,P0335,72,1674,92,2026-07-07T17:17:32.611597
I00545,S046,P0083,493,1127,26,2026-07-07T17:17:32.611597
I00546,S034,P0374,311,1434,23,2026-07-07T17:17:32.611597
I00547,S034,P0477,393,799,53,2026-07-07T17:17:32.611597
I00548,S029,P0403,67,794,35,2026-07-07T17:17:32.611597
I00549,S019,P0185,319,1852,62,2026-07-07T17:17:32.611597
I00550,S028,P0021,456,1559,48,2026-07-07T17:17:32.611597
I00551,S050,P0350,198,589,100,2026-07-07T17:17:32.611597
I00552,S014,P0313,310,253,91,2026-07-07T17:17:32.611597
I00553,S010,P0291,321,1118,66,2026-07-07T17:17:32.613340
I00554,S007,P0413,7,392,54,2026-07-07T17:17:32.613340
I00555,S050,P0446,158,1220,27,2026-07-07T17:17:32.613340
I00556,S006,P0256,48,1031,29,2026-07-07T17:17:32.613340
I00557,S021,P0087,478,705,53,2026-07-07T17:17:32.613340
I00558,S011,P0035,143,1280,68,2026-07-07T17:17:32.613340
I00559,S024,P0181,45,245,59,2026-07-07T17:17:32.613340
I00560,S012,P0364,395,1043,28,2026-07-07T17:17:32.613340
I00561,S017,P0243,500,624,65,2026-07-07T17:17:32.613340
I00562,S049,P0449,226,1431,33,2026-07-07T17:17:32.613340
I00563,S009,P0482,63,1264,85,2026-07-07T17:17:32.613340
I00564,S032,P0021,186,1859,48,2026-07-07T17:17:32.613340
I00565,S019,P0206,209,1855,63,2026-07-07T17:17:32.613340
I00566,S040,P0470,348,364,85,2026-07-07T17:17:32.613340
I00567,S029,P0188,262,1830,34,2026-07-07T17:17:32.613340
I00568,S040,P0488,160,865,39,2026-07-07T17:17:32.613340
I00569,S006,P0350,211,1136,100,2026-07-07T17:17:32.613340
I00570,S029,P0135,449,1893,27,2026-07-07T17:17:32.613340
I00571,S044,P0022,317,1418,86,2026-07-07T17:17:32.613340
I00572,S004,P0380,404,601,45,2026-07-07T17:17:32.613340
I00573,S045,P0421,287,116,91,2026-07-07T17:17:32.613340
I00574,S010,P0437,53,695,83,2026-07-07T17:17:32.613340
I00575,S025,P0082,291,917,98,2026-07-07T17:17:32.613340
I00576,S005,P0115,198,1890,100,2026-07-07T17:17:32.613340
I00577,S030,P0343,47,814,60,2026-07-07T17:17:32.613340
I00578,S030,P0240,328,1195,92,2026-07-07T17:17:32.613340
I00579,S030,P0056,43,469,55,2026-07-07T17:17:32.613340
I00580,S047,P0056,469,1989,55,2026-07-07T17:17:32.613340
I00581,S026,P0394,221,508,91,2026-07-07T17:17:32.613340
I00582,S026,P0169,33,749,68,2026-07-07T17:17:32.613340
I00583,S022,P0310,248,535,50,2026-07-07T17:17:32.613340
I00584,S045,P0380,243,334,45,2026-07-07T17:17:32.613340
I00585,S018,P0233,19,1216,58,2026-07-07T17:17:32.613340
I00586,S010,P0486,240,398,21,2026-07-07T17:17:32.613340
I00587,S041,P0110,163,1263,38,2026-07-07T17:17:32.613340
I00588,S003,P0308,396,878,83,2026-07-07T17:17:32.613340
I00589,S004,P0480,413,840,44,2026-07-07T17:17:32.613340
I00590,S028,P0243,109,210,65,2026-07-07T17:17:32.613340
I00591,S014,P0445,11,1653,27,2026-07-07T17:17:32.613340
I00592,S044,P0217,138,616,68,2026-07-07T17:17:32.613340
I00593,S041,P0091,42,390,95,2026-07-07T17:17:32.613340
I00594,S005,P0141,207,267,82,2026-07-07T17:17:32.613340
I00595,S020,P0448,364,1024,99,2026-07-07T17:17:32.613340
I00596,S027,P0269,109,1471,32,2026-07-07T17:17:32.613340
I00597,S017,P0095,425,210,59,2026-07-07T17:17:32.613340
I00598,S006,P0459,461,977,62,2026-07-07T17:17:32.613340
I00599,S022,P0494,385,708,73,2026-07-07T17:17:32.613340
I00600,S011,P0102,178,958,100,2026-07-07T17:17:32.613340
I00601,S031,P0244,274,1510,60,2026-07-07T17:17:32.613340
I00602,S011,P0495,356,994,59,2026-07-07T17:17:32.613340
I00603,S023,P0468,354,1268,61,2026-07-07T17:17:32.613340
I00604,S025,P0422,5,1248,53,2026-07-07T17:17:32.613340
I00605,S039,P0102,39,1580,100,2026-07-07T17:17:32.613340
I00606,S043,P0297,315,396,53,2026-07-07T17:17:32.613340
I00607,S021,P0341,421,1603,65,2026-07-07T17:17:32.613340
I00608,S048,P0423,377,1601,78,2026-07-07T17:17:32.613340
I00609,S021,P0008,77,1936,59,2026-07-07T17:17:32.613340
I00610,S030,P0479,75,1122,45,2026-07-07T17:17:32.613340
I00611,S021,P0059,405,1480,36,2026-07-07T17:17:32.613340
I00612,S027,P0135,266,1579,27,2026-07-07T17:17:32.613340
I00613,S001,P0231,482,1804,29,2026-07-07T17:17:32.613340
I00614,S009,P0325,230,1408,93,2026-07-07T17:17:32.613340
I00615,S038,P0050,18,547,51,2026-07-07T17:17:32.613340
I00616,S048,P0097,215,1526,38,2026-07-07T17:17:32.613340
I00617,S035,P0397,85,1330,56,2026-07-07T17:17:32.613340
I00618,S025,P0111,178,529,51,2026-07-07T17:17:32.613340
I00619,S013,P0498,347,1281,79,2026-07-07T17:17:32.613340
I00620,S001,P0190,416,845,28,2026-07-07T17:17:32.613340
I00621,S002,P0155,459,728,25,2026-07-07T17:17:32.613340
I00622,S033,P0420,444,355,92,2026-07-07T17:17:32.613340
I00623,S045,P0256,332,1033,29,2026-07-07T17:17:32.613340
I00624,S027,P0211,180,821,38,2026-07-07T17:17:32.613340
I00625,S035,P0219,267,1666,58,2026-07-07T17:17:32.613340
I00626,S022,P0059,474,460,36,2026-07-07T17:17:32.613340
I00627,S030,P0220,191,462,51,2026-07-07T17:17:32.613340
I00628,S036,P0305,83,1211,41,2026-07-07T17:17:32.613340
I00629,S028,P0196,145,1830,86,2026-07-07T17:17:32.613340
I00630,S043,P0353,348,995,70,2026-07-07T17:17:32.613340
I00631,S041,P0146,359,1370,44,2026-07-07T17:17:32.613340
I00632,S007,P0045,412,1814,41,2026-07-07T17:17:32.613340
I00633,S007,P0046,332,133,26,2026-07-07T17:17:32.613340
I00634,S040,P0478,210,312,30,2026-07-07T17:17:32.613340
I00635,S032,P0384,384,1377,67,2026-07-07T17:17:32.613340
I00636,S035,P0052,324,1009,97,2026-07-07T17:17:32.613340
I00637,S033,P0298,412,166,61,2026-07-07T17:17:32.613340
I00638,S043,P0149,436,961,86,2026-07-07T17:17:32.613340
I00639,S014,P0115,397,1031,100,2026-07-07T17:17:32.613340
I00640,S036,P0196,58,500,86,2026-07-07T17:17:32.613340
I00641,S031,P0487,63,818,71,2026-07-07T17:17:32.613340
I00642,S030,P0212,464,1780,59,2026-07-07T17:17:32.613340
I00643,S042,P0361,401,1617,56,2026-07-07T17:17:32.613340
I00644,S026,P0004,481,867,37,2026-07-07T17:17:32.613340
I00645,S015,P0260,145,648,82,2026-07-07T17:17:32.613340
I00646,S043,P0136,157,1817,76,2026-07-07T17:17:32.613340
I00647,S027,P0345,123,108,33,2026-07-07T17:17:32.613340
I00648,S027,P0017,7,153,31,2026-07-07T17:17:32.613340
I00649,S010,P0405,191,1821,88,2026-07-07T17:17:32.613340
I00650,S034,P0420,379,1328,92,2026-07-07T17:17:32.613340
I00651,S021,P0172,87,1271,27,2026-07-07T17:17:32.613340
I00652,S028,P0124,284,901,21,2026-07-07T17:17:32.613340
I00653,S013,P0316,329,905,83,2026-07-07T17:17:32.613340
I00654,S004,P0411,477,1283,60,2026-07-07T17:17:32.613340
I00655,S028,P0066,480,1403,81,2026-07-07T17:17:32.613340
I00656,S025,P0373,88,925,37,2026-07-07T17:17:32.613340
I00657,S021,P0265,81,995,72,2026-07-07T17:17:32.613340
I00658,S015,P0051,363,1740,38,2026-07-07T17:17:32.613340
I00659,S009,P0259,60,1393,24,2026-07-07T17:17:32.613340
I00660,S037,P0402,200,1826,55,2026-07-07T17:17:32.613340
I00661,S049,P0322,469,632,65,2026-07-07T17:17:32.613340
I00662,S036,P0082,485,760,98,2026-07-07T17:17:32.613340
I00663,S014,P0048,47,152,83,2026-07-07T17:17:32.613340
I00664,S028,P0006,321,1677,75,2026-07-07T17:17:32.613340
I00665,S038,P0079,14,1365,88,2026-07-07T17:17:32.613340
I00666,S046,P0279,471,261,58,2026-07-07T17:17:32.613340
I00667,S037,P0196,12,1620,86,2026-07-07T17:17:32.613340
I00668,S047,P0067,232,1399,72,2026-07-07T17:17:32.613340
I00669,S041,P0399,183,482,80,2026-07-07T17:17:32.613340
I00670,S016,P0335,459,554,92,2026-07-07T17:17:32.613340
I00671,S020,P0100,274,1821,57,2026-07-07T17:17:32.613340
I00672,S016,P0372,399,1752,73,2026-07-07T17:17:32.613340
I00673,S025,P0395,133,1450,25,2026-07-07T17:17:32.613340
I00674,S004,P0141,42,394,82,2026-07-07T17:17:32.613340
I00675,S041,P0012,326,1286,86,2026-07-07T17:17:32.613340
I00676,S007,P0057,235,1998,27,2026-07-07T17:17:32.613340
I00677,S039,P0063,54,390,52,2026-07-07T17:17:32.613340
I00678,S019,P0135,458,469,27,2026-07-07T17:17:32.613340
I00679,S006,P0040,253,1829,77,2026-07-07T17:17:32.613340
I00680,S024,P0468,429,525,61,2026-07-07T17:17:32.613340
I00681,S026,P0052,251,1729,97,2026-07-07T17:17:32.613340
I00682,S002,P0212,37,1096,59,2026-07-07T17:17:32.613340
I00683,S041,P0040,107,1507,77,2026-07-07T17:17:32.613340
I00684,S027,P0193,455,742,33,2026-07-07T17:17:32.613340
I00685,S041,P0466,230,1755,36,2026-07-07T17:17:32.613340
I00686,S011,P0093,152,120,89,2026-07-07T17:17:32.613340
I00687,S012,P0338,290,1392,81,2026-07-07T17:17:32.613340
I00688,S039,P0438,16,340,73,2026-07-07T17:17:32.613340
I00689,S022,P0178,247,1357,74,2026-07-07T17:17:32.613340
I00690,S039,P0280,2,424,72,2026-07-07T17:17:32.613340
I00691,S034,P0380,130,1997,45,2026-07-07T17:17:32.613340
I00692,S008,P0099,310,160,64,2026-07-07T17:17:32.613340
I00693,S035,P0012,265,1148,86,2026-07-07T17:17:32.613340
I00694,S049,P0079,110,1875,88,2026-07-07T17:17:32.613340
I00695,S024,P0059,460,544,36,2026-07-07T17:17:32.613340
I00696,S002,P0168,70,550,49,2026-07-07T17:17:32.613340
I00697,S006,P0373,354,359,37,2026-07-07T17:17:32.613340
I00698,S018,P0141,246,508,82,2026-07-07T17:17:32.613340
I00699,S006,P0179,362,1229,83,2026-07-07T17:17:32.613340
I00700,S042,P0151,239,1626,36,2026-07-07T17:17:32.613340
I00701,S032,P0224,262,919,40,2026-07-07T17:17:32.613340
I00702,S013,P0129,88,505,72,2026-07-07T17:17:32.613340
I00703,S044,P0434,454,1569,53,2026-07-07T17:17:32.613340
I00704,S018,P0493,201,310,21,2026-07-07T17:17:32.613340
I00705,S038,P0407,392,1303,63,2026-07-07T17:17:32.613340
I00706,S020,P0085,406,521,88,2026-07-07T17:17:32.613340
I00707,S047,P0250,221,1908,41,2026-07-07T17:17:32.613340
I00708,S029,P0217,305,1630,68,2026-07-07T17:17:32.613340
I00709,S018,P0418,163,1375,41,2026-07-07T17:17:32.613340
I00710,S007,P0311,196,979,30,2026-07-07T17:17:32.613340
I00711,S013,P0291,180,865,66,2026-07-07T17:17:32.613340
I00712,S041,P0420,32,1020,92,2026-07-07T17:17:32.613340
I00713,S011,P0456,17,1147,80,2026-07-07T17:17:32.613340
I00714,S017,P0301,209,701,36,2026-07-07T17:17:32.613340
I00715,S039,P0424,449,1421,97,2026-07-07T17:17:32.613340
I00716,S034,P0181,203,161,59,2026-07-07T17:17:32.613340
I00717,S008,P0093,414,760,89,2026-07-07T17:17:32.613340
I00718,S028,P0405,95,832,88,2026-07-07T17:17:32.613340
I00719,S016,P0038,110,1445,44,2026-07-07T17:17:32.613340
I00720,S024,P0191,74,1696,88,2026-07-07T17:17:32.613340
I00721,S021,P0063,4,752,52,2026-07-07T17:17:32.613340
I00722,S045,P0006,367,773,75,2026-07-07T17:17:32.613340
I00723,S014,P0239,290,1728,64,2026-07-07T17:17:32.613340
I00724,S021,P0461,119,1250,100,2026-07-07T17:17:32.613340
I00725,S005,P0198,145,1332,41,2026-07-07T17:17:32.613340
I00726,S014,P0270,111,310,41,2026-07-07T17:17:32.613340
I00727,S036,P0143,366,1344,58,2026-07-07T17:17:32.613340
I00728,S043,P0039,293,1928,74,2026-07-07T17:17:32.613340
I00729,S042,P0216,349,1648,91,2026-07-07T17:17:32.613340
I00730,S028,P0163,416,755,79,2026-07-07T17:17:32.613340
I00731,S013,P0101,25,1743,65,2026-07-07T17:17:32.613340
I00732,S032,P0256,23,662,29,2026-07-07T17:17:32.613340
I00733,S027,P0062,63,1027,62,2026-07-07T17:17:32.613340
I00734,S011,P0308,167,1310,83,2026-07-07T17:17:32.613340
I00735,S025,P0122,295,143,53,2026-07-07T17:17:32.613340
I00736,S019,P0010,329,1704,38,2026-07-07T17:17:32.613340
I00737,S037,P0003,466,1045,90,2026-07-07T17:17:32.613340
I00738,S019,P0068,430,924,88,2026-07-07T17:17:32.613340
I00739,S003,P0459,273,1980,62,2026-07-07T17:17:32.613340
I00740,S034,P0021,172,1420,48,2026-07-07T17:17:32.613340
I00741,S002,P0036,240,294,24,2026-07-07T17:17:32.613340
I00742,S027,P0371,154,662,63,2026-07-07T17:17:32.613340
I00743,S021,P0386,177,919,92,2026-07-07T17:17:32.613340
I00744,S006,P0285,396,741,31,2026-07-07T17:17:32.613340
I00745,S032,P0314,24,905,96,2026-07-07T17:17:32.613340
I00746,S020,P0357,232,1110,34,2026-07-07T17:17:32.613340
I00747,S042,P0496,466,348,45,2026-07-07T17:17:32.613340
I00748,S024,P0481,316,310,64,2026-07-07T17:17:32.613340
I00749,S002,P0115,24,1790,100,2026-07-07T17:17:32.613340
I00750,S001,P0072,53,761,58,2026-07-07T17:17:32.613340
I00751,S045,P0371,223,563,63,2026-07-07T17:17:32.613340
I00752,S011,P0046,97,1582,26,2026-07-07T17:17:32.613340
I00753,S024,P0418,462,1200,41,2026-07-07T17:17:32.613340
I00754,S001,P0479,352,1877,45,2026-07-07T17:17:32.613340
I00755,S004,P0133,452,1707,43,2026-07-07T17:17:32.613340
I00756,S003,P0057,24,723,27,2026-07-07T17:17:32.613340
I00757,S005,P0136,168,1508,76,2026-07-07T17:17:32.613340
I00758,S040,P0406,415,877,76,2026-07-07T17:17:32.613340
I00759,S018,P0358,87,1994,56,2026-07-07T17:17:32.613340
I00760,S009,P0299,235,345,100,2026-07-07T17:17:32.613340
I00761,S009,P0164,441,403,83,2026-07-07T17:17:32.613340
I00762,S049,P0300,454,1841,60,2026-07-07T17:17:32.613340
I00763,S027,P0327,228,1468,39,2026-07-07T17:17:32.613340
I00764,S008,P0268,270,592,80,2026-07-07T17:17:32.613340
I00765,S037,P0245,338,1103,56,2026-07-07T17:17:32.613340
I00766,S018,P0165,395,1596,75,2026-07-07T17:17:32.613340
I00767,S031,P0116,47,640,99,2026-07-07T17:17:32.613340
I00768,S050,P0152,364,269,41,2026-07-07T17:17:32.613340
I00769,S023,P0286,427,1887,35,2026-07-07T17:17:32.613340
I00770,S016,P0338,331,1605,81,2026-07-07T17:17:32.613340
I00771,S014,P0356,39,253,74,2026-07-07T17:17:32.613340
I00772,S032,P0031,108,126,67,2026-07-07T17:17:32.613340
I00773,S043,P0111,239,1776,51,2026-07-07T17:17:32.613340
I00774,S025,P0097,249,314,38,2026-07-07T17:17:32.613340
I00775,S022,P0107,416,1309,69,2026-07-07T17:17:32.613340
I00776,S049,P0271,263,1858,29,2026-07-07T17:17:32.613340
I00777,S021,P0390,483,738,77,2026-07-07T17:17:32.613340
I00778,S046,P0233,335,415,58,2026-07-07T17:17:32.613340
I00779,S033,P0055,468,366,28,2026-07-07T17:17:32.613340
I00780,S015,P0470,186,889,85,2026-07-07T17:17:32.613340
I00781,S029,P0445,317,1151,27,2026-07-07T17:17:32.613340
I00782,S013,P0400,204,484,77,2026-07-07T17:17:32.613340
I00783,S005,P0143,216,436,58,2026-07-07T17:17:32.613340
I00784,S044,P0158,487,1881,20,2026-07-07T17:17:32.613340
I00785,S037,P0332,52,401,46,2026-07-07T17:17:32.613340
I00786,S030,P0449,54,1625,33,2026-07-07T17:17:32.613340
I00787,S008,P0124,8,1931,21,2026-07-07T17:17:32.613340
I00788,S030,P0096,136,158,83,2026-07-07T17:17:32.613340
I00789,S031,P0339,271,1027,74,2026-07-07T17:17:32.613340
I00790,S023,P0136,60,1998,76,2026-07-07T17:17:32.613340
I00791,S036,P0044,181,983,69,2026-07-07T17:17:32.613340
I00792,S014,P0078,203,1128,22,2026-07-07T17:17:32.613340
I00793,S028,P0261,170,208,82,2026-07-07T17:17:32.613340
I00794,S029,P0140,189,300,69,2026-07-07T17:17:32.613340
I00795,S004,P0333,195,1599,58,2026-07-07T17:17:32.613340
I00796,S028,P0100,150,487,57,2026-07-07T17:17:32.613340
I00797,S026,P0091,304,665,95,2026-07-07T17:17:32.613340
I00798,S034,P0312,252,1162,47,2026-07-07T17:17:32.613340
I00799,S028,P0056,348,202,55,2026-07-07T17:17:32.613340
I00800,S042,P0128,490,327,63,2026-07-07T17:17:32.613340
I00801,S015,P0059,27,1933,36,2026-07-07T17:17:32.613340
I00802,S003,P0295,136,588,60,2026-07-07T17:17:32.613340
I00803,S005,P0273,51,664,63,2026-07-07T17:17:32.613340
I00804,S015,P0452,317,1532,85,2026-07-07T17:17:32.613340
I00805,S046,P0208,200,904,31,2026-07-07T17:17:32.613340
I00806,S007,P0113,375,1787,80,2026-07-07T17:17:32.613340
I00807,S045,P0138,253,521,53,2026-07-07T17:17:32.613340
I00808,S011,P0403,104,811,35,2026-07-07T17:17:32.613340
I00809,S041,P0148,361,1321,63,2026-07-07T17:17:32.613340
I00810,S019,P0376,1,293,39,2026-07-07T17:17:32.613340
I00811,S012,P0258,464,1534,24,2026-07-07T17:17:32.613340
I00812,S040,P0245,378,725,56,2026-07-07T17:17:32.613340
I00813,S045,P0123,87,745,88,2026-07-07T17:17:32.613340
I00814,S044,P0036,85,483,24,2026-07-07T17:17:32.613340
I00815,S022,P0461,233,390,100,2026-07-07T17:17:32.613340
I00816,S001,P0342,242,976,79,2026-07-07T17:17:32.613340
I00817,S022,P0011,90,640,80,2026-07-07T17:17:32.613340
I00818,S005,P0088,347,1657,78,2026-07-07T17:17:32.613340
I00819,S001,P0305,180,1070,41,2026-07-07T17:17:32.613340
I00820,S038,P0001,250,1888,70,2026-07-07T17:17:32.613340
I00821,S016,P0242,56,192,84,2026-07-07T17:17:32.613340
I00822,S002,P0291,348,695,66,2026-07-07T17:17:32.613340
I00823,S015,P0269,257,442,32,2026-07-07T17:17:32.613340
I00824,S049,P0076,396,292,86,2026-07-07T17:17:32.613340
I00825,S007,P0156,411,1607,73,2026-07-07T17:17:32.613340
I00826,S022,P0232,251,1604,37,2026-07-07T17:17:32.613340
I00827,S023,P0280,131,1458,72,2026-07-07T17:17:32.613340
I00828,S032,P0130,186,1039,56,2026-07-07T17:17:32.613340
I00829,S001,P0424,180,716,97,2026-07-07T17:17:32.613340
I00830,S046,P0171,456,1160,44,2026-07-07T17:17:32.613340
I00831,S050,P0340,438,1871,85,2026-07-07T17:17:32.613340
